,mse,vies,variancia
10476,0.003581840491577415,0.003496978118668181,8.486237290923255e-05
11103,0.0035453887067798343,0.003478595777994765,6.679292878506895e-05
11768,0.0035474904642052597,0.00347822569819711,6.926476600814935e-05
12472,0.003543579133138028,0.0034792094904496523,6.436964268837559e-05
13219,0.003547171536594419,0.003481140360223125,6.603117637129422e-05
14010,0.00354704925621778,0.0034814907505441007,6.555850567367901e-05
14849,0.0035404204118734215,0.0034808643659730533,5.9556045900368396e-05
15738,0.003529975882243583,0.0034773700727803915,5.260580946319085e-05
16681,0.0035284142014687663,0.0034796044544264217,4.880974704234377e-05
17679,0.0035225428431676824,0.0034776193536294564,4.4923489538226054e-05
18738,0.0035144066656695684,0.0034743727635146416,4.00339021549273e-05
19860,0.0035134083562465496,0.0034773600558572738,3.604830038927736e-05
21049,0.003489650334640731,0.003464652460564452,2.4997874076278775e-05
22309,0.0034875767993655955,0.003461278044989639,2.6298754375955584e-05
23644,0.0034815114796755246,0.0034566715292931277,2.483995038239749e-05
25060,0.0034834872175710336,0.00345655322820262,2.6933989368413507e-05
26560,0.0034807559864975363,0.0034552280564720153,2.5527930025522758e-05
28151,0.0034768626390118225,0.00345377226552545,2.3090373486371422e-05
29836,0.0034757112071315387,0.0034542693812070775,2.1441825924461056e-05
31622,0.003473548625646291,0.003452974401433746,2.0574224212544747e-05
