,mse,vies,variancia
14010,0.0035478548642739983,0.0034882245315180143,5.963033275598358e-05
14849,0.0035456469088813126,0.0034894140934549076,5.6232815426404106e-05
15738,0.0035288366513682697,0.00348241491996675,4.6421731401519944e-05
16681,0.0035217709012089118,0.0034800312509230534,4.1739650285858786e-05
17679,0.0035202971008245283,0.003481694742136759,3.860235868777042e-05
18738,0.0035126510265080747,0.0034773949624823,3.525606402577398e-05
19860,0.0035086957993988384,0.0034775199133623832,3.117588603645416e-05
21049,0.0034944030746966435,0.003468499419374514,2.5903655322130995e-05
22309,0.0034867120464578353,0.0034627392849628734,2.397276149496135e-05
23644,0.003480914176441215,0.003457661615501361,2.3252560939853703e-05
25060,0.003480547394342169,0.0034574075470121587,2.3139847330009783e-05
26560,0.0034768091928908036,0.003455579809958809,2.1229382931994046e-05
28151,0.003472199479833412,0.0034530771759620125,1.9122303871399578e-05
29836,0.003470312641327814,0.003451734291599003,1.8578349728811846e-05
31622,0.00346671614810652,0.0034500856211003524,1.6630527006167315e-05
