,mse,vies,variancia
5214,0.033635825367733574,0.03362961035069368,6.215017039892592e-06
5526,0.03363485631772777,0.03362913356955831,5.72274816946637e-06
5857,0.03363252659667797,0.03362697629670602,5.550299971948366e-06
6207,0.0336324075679054,0.03362723339071625,5.174177189151054e-06
6579,0.0336326375671067,0.033627961728046905,4.675839059799705e-06
6973,0.0336344609760729,0.03363010678665284,4.3541894200547945e-06
7390,0.03363814609266713,0.03363378023265925,4.365860007894569e-06
7833,0.0336397246600195,0.03363541660571518,4.308054304326505e-06
8302,0.033642385749143425,0.03363743419932505,4.95154981837982e-06
8799,0.03364293763562511,0.03363851603736869,4.421598256428598e-06
9326,0.03364769583155993,0.0336434035810088,4.292250551130772e-06
9884,0.033647433875609395,0.03364356279415976,3.871081449630903e-06
10476,0.033640781102920785,0.033637545166490056,3.2359364307350938e-06
11103,0.03364331431780547,0.03364003190493806,3.282412867407712e-06
11768,0.03364505380644432,0.03364230814842595,2.745658018373688e-06
12472,0.03364686484310614,0.033644357387306374,2.5074557997525917e-06
13219,0.033646293217095814,0.0336440762603882,2.2169567076110164e-06
14010,0.03364491874515113,0.033642894976385604,2.0237687655234724e-06
14849,0.03364002176358761,0.03363809763667438,1.924126913229862e-06
15738,0.033640245359537566,0.03363825781368162,1.987545855932722e-06
16681,0.03364313747149638,0.03364067107512798,2.4663963684029918e-06
17679,0.03364233285232514,0.03364009654976138,2.2363025637653317e-06
18738,0.03364579675435324,0.03364363512414728,2.161630205947992e-06
19860,0.033645265555213716,0.03364346749166328,1.7980635504273579e-06
21049,0.03364140275527227,0.03363970058465717,1.7021706150999535e-06
22309,0.033641729475173326,0.03364025099840957,1.4784767637688243e-06
23644,0.03364186077622837,0.03364048012299032,1.3806532380526217e-06
25060,0.033641786716924194,0.0336405694874583,1.2172294658950824e-06
26560,0.03364470160695548,0.03364357980062651,1.121806328962872e-06
28151,0.03364562679416784,0.033644613625089914,1.0131690779166197e-06
29836,0.033646362910984336,0.033645304546569804,1.0583644145390683e-06
31622,0.03364236818873003,0.0336413862318623,9.819568677241895e-07
