,mse,vies,variancia
100,55.55235261415985,4.155591253109537,51.39676136105032
105,72.91424378929351,6.650492762406189,66.26375102688732
112,53.69793749787414,4.368969969846188,49.32896752802795
119,29.88680486541908,4.597295397544436,25.28950946787465
126,19.985867969206097,8.336172906024819,11.649695063181278
133,11.110551101687218,0.7548170204815033,10.355734081205712
141,11.253644363669018,1.8130974583002661,9.440546905368752
150,10.063299073318202,2.190962007151552,7.87233706616665
159,6.908622658212969,1.3569938160545922,5.551628842158376
168,11.202693297637484,2.9112238217923303,8.291469475845155
178,9.449141153847222,2.725219654678935,6.723921499168287
189,10.658687053690445,3.5570737526119025,7.101613301078542
200,35.909391152931924,5.698944162735592,30.21044699019633
212,40.7472659196411,5.2925017545803295,35.45476416506078
225,40.803410868393456,6.737520576557621,34.06589029183583
239,27.184346065043847,1.1001920635909899,26.084154001452855
253,28.33676704919073,0.6398246412487093,27.696942407942014
268,120.8102078597293,19.20365920877293,101.60654865095638
284,99.82853908559517,14.893017074009297,84.93552201158586
301,53.644353158313955,3.9833850996412634,49.66096805867269
319,46.65396351005465,3.096701711126879,43.557261798927776
339,29.20632477920978,1.5775902095495966,27.628734569660185
359,59.47178721518452,3.5866252166744386,55.88516199851009
380,62.87064190997015,3.4143828855241427,59.456259024446
403,64.93246343615162,2.9567082094092334,61.97575522674238
427,63.935437495691716,3.013273263321591,60.92216423237011
453,61.081708416056806,2.821665731851391,58.26004268420538
480,65.04253264685671,3.0957619260217952,61.94677072083492
509,49.515500968508384,2.335430503521228,47.18007046498716
539,27.958024813837373,0.9638805466130996,26.994144267224275
572,21.420696228622607,0.5705099083888832,20.850186320233725
606,19.401357541926693,0.5287615450387374,18.872595996887952
642,16.42979889929409,0.4737426901244945,15.9560562091696
681,23.635623048287872,0.8495006158698738,22.786122432417997
722,13.340379231918043,0.4225765667344273,12.917802665183615
765,9.598217105463112,0.17374100789303681,9.424476097570071
811,19.918916264151306,0.4315225745257103,19.487393689625595
859,0.4233791235780484,0.13284765513260485,0.29053146844544353
911,0.3438993560234404,0.12876259663240097,0.21513675939103935
965,0.46810956669525683,0.13109904321703747,0.3370105234782192
1023,0.45096209247939867,0.12765207474535445,0.3233100177340442
1084,0.33759559834299696,0.11502119525098937,0.22257440309200746
1149,0.3757292532516802,0.12298547605794748,0.25274377719373287
1218,0.3687508628728676,0.12450475322627422,0.24424610964659332
1291,0.4267346287328283,0.13614437126552006,0.2905902574673082
1368,0.4478327111835697,0.13828951255677593,0.30954319862679375
1450,0.3248848753108554,0.1228210788473482,0.20206379646350725
1537,0.282098921997465,0.11037796803045816,0.17172095396700682
1629,0.36277573726934526,0.060606070342212305,0.302169666927133
1727,0.34558772125787907,0.057447906268324696,0.2881398149895544
1830,0.2689053658236491,0.05454347839180967,0.21436188743183945
1940,0.2509885832501664,0.05168853880243701,0.19930004444772936
2056,0.11601677767070159,0.012641715401309109,0.10337506226939247
2179,0.09855749696692744,0.011657777073773617,0.08689971989315386
2310,0.09809864437710923,0.012615685536201961,0.08548295884090724
2448,0.08725715068292501,0.010709704484962659,0.07654744619796235
2595,0.05404748181812748,0.005803338038638611,0.04824414377948885
2750,0.055080874760738086,0.00576300074449617,0.04931787401624192
2915,0.0455362804181713,0.005736360086767074,0.039799920331404226
3089,0.04683806169589552,0.004605560772561952,0.04223250092333357
3274,0.02669736937389477,0.004249472291551626,0.022447897082343148
3470,0.02530385087712964,0.004149516499352288,0.02115433437777735
3678,0.023983916944338546,0.00414382313986523,0.01984009380447332
3898,0.022740141909171438,0.004001945575329195,0.01873819633384224
4132,0.017613055039723397,0.004193283387340204,0.013419771652383193
4379,0.018899530474922367,0.004119547296647084,0.014779983178275283
4641,0.009416260219133232,0.003993833231445804,0.005422426987687426
4919,0.008049464382954601,0.003973188551070047,0.004076275831884551
5214,0.0072212071914714935,0.003985513942555562,0.003235693248915931
5526,0.006067924889740856,0.003973127090944284,0.002094797798796573
5857,0.006156263547410733,0.004014638879039402,0.0021416246683713296
6207,0.004900635401838005,0.0037974327972355106,0.0011032026046024941
6579,0.004643622099064784,0.0037114522031528306,0.0009321698959119537
6973,0.010332976189921215,0.0038414526376501176,0.0064915235522711
7390,0.009917768019825272,0.003796127986489453,0.00612164003333582
7833,0.009462251968540386,0.0037870519612626147,0.005675200007277773
8302,0.004040655684119821,0.0036866498579752084,0.00035400582614461264
8799,0.004771600034088213,0.0036872552062499355,0.0010843448278382779
9326,0.004117915107764268,0.003745055349136097,0.00037285975862817023
9884,0.004738828616353761,0.003829308139696121,0.0009095204766576407
10476,0.004786327270182396,0.0037708742829303684,0.0010154529872520273
11103,0.004653902004874385,0.0036274541857295763,0.001026447819144809
11768,0.004745001806189865,0.0036235663363421043,0.00112143546984776
12472,0.0037721043098822493,0.0036113865556081748,0.0001607177542740746
13219,0.003742055646018499,0.003599524478682132,0.0001425311673363676
14010,0.0037265014458186664,0.0035950789534128593,0.00013142249240580712
14849,0.0037132870452521853,0.0035934441423341114,0.00011984290291807418
15738,0.0036939468714421806,0.003585890646747991,0.00010805622469418959
16681,0.003677927235688484,0.0035883890881243364,8.953814756414695e-05
17679,0.003653657895041905,0.003576690780948148,7.696711409375668e-05
18738,0.0036325263029453403,0.0035669690129021673,6.555729004317295e-05
19860,0.00360461782700017,0.0035532561208834294,5.136170611674037e-05
21049,0.0035306983671933244,0.003484194425881382,4.650394131194213e-05
22309,0.003523591509805835,0.0034785789565592515,4.501255324658425e-05
23644,0.0035193603286428287,0.003475130944724341,4.422938391848705e-05
25060,0.0035130940432431647,0.0034717046528952894,4.1389390347874405e-05
26560,0.003507015846383834,0.003467960425600846,3.905542078298834e-05
28151,0.003495167333244911,0.003460456978999222,3.47103542456885e-05
29836,0.003499731233913266,0.0034645064775751487,3.5224756338117644e-05
31622,0.0034939650231263853,0.0034615358995526233,3.242912357376158e-05
