,mse,vies,variancia
100.0,164984.45503949016,2862.3188452153954,162122.13619427482
105.98698188825016,69900.96269762973,798.9869984069685,69101.97569922276
112.33240329780277,169203.79792327003,1116.5029091491626,168087.2950141208
119.05772393787834,29760.46727354716,385.87143428899554,29374.59583925816
126.1856883066021,49430.51972647011,1363.359877570236,48067.159848899886
133.74040261108215,49591.34868663962,1049.8751078421028,48541.47357879752
141.74741629268047,39750.8097734213,698.4717460388907,39052.338027382415
150.23380843318594,1525.481882998174,36.15077813382013,1489.3311048643538
159.22827933410923,5449.574076011668,65.84547399989154,5383.728602011777
168.7612475788147,923.4648390235634,40.48064494901854,882.9841940745449
178.8649529057435,782.3019794636167,34.41223219018802,747.8897472734286
189.57356524063755,817.1819679194363,16.774823534069476,800.4071443853669
200.9233002565048,1059.267956585312,233.5911248432631,825.6768317420489
212.9525418521362,1061.4638509816155,50.45760842333653,1011.006242558279
225.7019719633919,1301.7069887580665,261.0674834327679,1040.6395053252986
239.21470814626386,1009.7276204379126,346.2553870012628,663.4722334366495
253.53644939701115,852.617300311299,85.70457090314086,766.912729408158
268.71563070252273,444.7141644301888,27.4929963996261,417.2211680305627
284.8035868435802,483.21092535642026,92.76173170079937,390.449193655621
301.85472600499213,415.95708384268914,47.631199827817504,368.32588401487163
319.92671377973846,591.83105799434,154.2664943696122,437.56456362472795
339.0806681894053,440.6348844946567,91.24320247980671,349.39168201485006
359.38136638046257,456.57084914140114,89.18184147488391,367.3890076665173
380.89746369540717,383.51310609105667,24.389511045910147,359.1235950451466
403.70172585965537,365.9922750394713,47.69468435754997,318.29759068192124
427.87127506942664,280.6875604007563,11.147135386315222,269.540425014441
453.4878508128582,258.97348323892874,10.854256210307376,248.11922702862137
480.6380863064389,249.03257238572237,12.419351463569683,236.61322092215266
509.413801481638,245.4683926145894,14.006212565653927,231.4621800489355
539.9123135125902,214.34968907104383,12.485079716753711,201.86460935429008
572.236765935022,201.42569036504904,12.99277082172651,188.43291954332256
606.4964774694602,192.18986902833566,19.918510280004764,172.27135874833093
642.807311728432,160.9535669590268,10.303959598074979,150.6496073609518
681.2920690579615,128.00162634589677,7.805945516968586,120.1956808289282
722.0809018385464,115.2792786620881,6.420146317161625,108.85913234492648
765.3117546501343,95.06758552134579,8.262943965675397,86.80464155567039
811.1308307896873,92.18169603354707,12.372111168334348,79.80958486521274
859.6930867190788,76.56392720269096,6.81829813459153,69.74562906809943
