,mse,vies,variancia
100,2292184.119517762,301819.2973844253,1990364.8221333376
105,632955.7583874253,188487.94373762343,444467.81464980193
112,380808.5897668428,147442.1614728472,233366.42829399573
119,379394.8786186918,176639.66276606245,202755.21585262925
126,348583.7069155116,145190.23711813436,203393.46979737713
133,335313.72534593416,106708.18702873192,228605.5383172022
141,230339.9269202623,59501.555286296505,170838.37163396584
150,212709.7406485017,55305.5685707597,157404.17207774203
159,202627.75528443948,52012.93498689742,150614.82029754206
168,272460.09532034287,76772.8837819567,195687.21153838624
178,178325.30091761396,41400.41356566245,136924.88735195153
189,111570.99027262696,23148.47509503998,88422.51517758697
200,67115.7073508645,6134.50943540403,60981.197915460456
212,45044.13001753322,4874.336450328113,40169.7935672051
225,44023.15437968877,3411.027344979697,40612.127034709054
239,36471.01798500732,2182.36803288876,34288.649952118554
253,17943.846442202084,1548.3922175440896,16395.454224657995
268,18927.832361765275,328.9618058582524,18598.870555907022
284,17451.414847198117,363.5870585713549,17087.827788626764
301,12744.654579493548,1030.2878864079928,11714.366693085554
319,5592.091801049444,383.7896656491157,5208.3021354003295
339,3359.603013893596,201.5026588371549,3158.100355056442
359,4100.113845446761,150.73565978809555,3949.378185658664
380,2949.3378290430464,122.15553337874036,2827.1822956643055
403,950.2958728456473,109.46544595196859,840.8304268936787
427,462.3960866069384,78.34721301956499,384.04887358737346
453,556.5941793584996,63.665492271181016,492.9286870873184
480,1108.746454542737,187.12311464454547,921.6233398981915
509,1180.242599822622,180.2844639962048,999.9581358264173
539,581.2336991398985,136.86345247461466,444.3702466652838
572,727.3316823926533,134.91625575106545,592.4154266415878
606,1070.701687231761,89.40761510130575,981.2940721304558
642,145.80405443314933,59.879261218231065,85.92479321491827
681,117.69052743278883,30.890322932977238,86.80020449981154
722,565.1982139837667,42.85892086921093,522.3392931145559
765,92.36538142559233,23.249314952103116,69.11606647348924
811,82.01184799158311,9.277602300210788,72.73424569137232
859,70.12649279583827,9.714912208710565,60.41158058712771
911,46.550766568655305,5.952963638909913,40.597802929745384
965,33.649058928458814,2.9727765342201624,30.676282394238655
1023,31.260451743166918,2.5566321589697436,28.70381958419717
1084,34.65080731486547,4.40604672502613,30.24476058983934
1149,27.124920026336678,2.212453978553072,24.912466047783607
1218,24.199608665396195,1.68330794027047,22.516300725125728
1291,21.49263920024095,1.8482437141907315,19.644395486050225
1368,18.328307419414298,0.3856288728367898,17.942678546577504
1450,17.655093949855832,0.9848098854824994,16.670284064373334
1537,19.95383129391361,3.6628617966142065,16.290969497299404
1629,10.088456437025343,0.6155751014670588,9.472881335558284
1727,10.455326683365092,0.8011121032792728,9.654214580085819
1830,7.571768944263333,0.2487312112468169,7.323037733016514
1940,8.09601837340096,0.1813965215469027,7.914621851854059
2056,9.77259650430767,1.3231243933254757,8.449472110982196
2179,7.352643673335669,0.5819889107237219,6.770654762611945
2310,4.912680212204876,0.2483070155439162,4.66437319666096
2448,5.627179405233727,0.5625545965703537,5.064624808663373
2595,5.046677284351134,1.0860698864496228,3.9606073979015113
2750,3.5145061345027186,0.6518581702150557,2.862647964287663
2915,4.174480934875249,0.7242892935160189,3.4501916413592304
3089,2.9402858878813034,0.31646480537002936,2.623821082511274
3274,2.0693565873124014,0.016123800599716086,2.0532327867126847
3470,1.8563996736056658,0.010156151251731355,1.846243522353934
3678,1.5745177334505724,0.006613139537517606,1.5679045939130547
3898,1.4953889797043518,0.11392442615959404,1.381464553544758
4132,1.0641402000318287,0.05042943638631543,1.0137107636455134
4379,1.0612278506575066,0.03481130862579214,1.0264165420317144
4641,0.9729941243494834,0.006679352026409678,0.9663147723230736
4919,0.88723838883922,0.020172659423900004,0.8670657294153201
5214,0.8077371977219886,0.034156047808534755,0.7735811499134538
5526,0.9846016229961514,0.19635394520928548,0.7882476777868659
5857,0.9789389168288046,0.261291502181237,0.7176474146475676
6207,1.01330181745724,0.31917336282894737,0.6941284546282928
6579,0.5738564274130966,0.08481162530197593,0.4890448021111207
6973,0.5485453476289354,0.08024740770463036,0.4682979399243049
7390,0.4308635804166091,0.032765531543548415,0.39809804887306083
7833,0.38970204088680105,0.013063916584099881,0.37663812430270116
8302,0.07242064074234277,0.004250867364883726,0.06816977337745904
8799,0.07237047553575471,0.00568520066958209,0.06668527486617262
9326,0.09866570738627793,0.00799296952672075,0.09067273785955718
9884,0.08502439383770012,0.004506540972945139,0.08051785286475499
10476,0.16287979416724013,0.0051412125157204,0.15773858165151972
